Team,Player,First Name,Last Name,Age,Pos,F,D,G,C,RW,LW,RD,LD,CH 20-21,CH 21-22,CH 22-23,CH 23-24,CH 24-25,CH 25-26,CH 26-27,CH Total,CH Avg,Cap%,NMC,Expiry,UFA Expiry,RFA Expiry,27/54,Game Req,Must Protect,Under Contract 21/22,UFA,Meets Exposure,Overall,OPS,DPS,PS,GP,GAOPS,GADPS,GAPS,CH 21-22_scaled,CH Total_scaled,CH Avg_scaled,OPS_scaled,DPS_scaled,PS_scaled,GAOPS_scaled,GADPS_scaled,GAPS_scaled,Overall_scaled,CH 20-21_standard,CH 21-22_standard,CH 22-23_standard,CH 23-24_standard,CH 24-25_standard,CH 25-26_standard,CH 26-27_standard,CH Avg_standard,Overall_standard,PS_standard,GAPS_standard
ARI,Jordan Gross,Jordan,Gross,26,RD,0,1,0,0,0,0,1,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,20 GR,0,No,0,1,0,0.0,0.2,0.0,0.2,7.0,0.2,0.0,0.2,0.0,0.0,0.0,0.8160301381732835,0.0,0.3480276173693021,0.7146520246748341,0.0,0.2635463309882453,0.0,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.080442675392726,9.061417564684012
ARI,Cam Dineen,Cam,Dineen,23,LD,0,1,0,0,0,0,0,1,0.745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.278224630053936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,Aaron Ness,Aaron,Ness,31,LD,0,1,0,0,0,0,0,1,0.725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,26 GR,0,No,0,1,0,78.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.477098692544524,9.26992258408803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,0.0,0.0
ARI,Dysin Mayo,Dysin,Mayo,24,RD,0,1,0,0,0,0,1,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,Vili Saarijarvi,Vili,Saarijarvi,24,RD,0,1,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,Clayton Keller,Clayton,Keller,22,RW,1,0,0,0,1,0,0,0,7.15,7.15,7.15,7.15,7.15,7.15,7.15,42.9,7.15,8.8,False,UFA (2028),2028.0,0.0,1,1,No,1,0,1,79.0,2.5,1.1,3.5,56.0,2.5,1.1,3.5,7.15,29.269498046122514,7.15,10.200376727166043,4.637325367176537,6.090483303962786,8.933150308435426,3.757078131977223,4.612060792294293,3.5434829297086874,11.936954850635146,11.317176521384129,10.828684613595689,10.411867792375617,10.106236560018814,10.02555086544713,9.92661192511509,11.317176521384129,9.797743143833666,10.613744098935253,10.21816461813127
ARI,Phil Kessel,Phil,Kessel,33,RW,1,0,0,0,1,0,0,0,6.8,6.8,0.0,0.0,0.0,0.0,0.0,6.8,6.8,8.3,True,UFA (2022),2022.0,0.0,1,1,Yes,1,0,1,79.0,3.9,0.6,4.5,56.0,3.9,0.6,4.5,6.8,4.639454235749024,6.8,15.91258769437903,2.5294502002781107,7.830621390809298,13.935714481159264,2.0493153447148487,5.929792447235519,3.5434829297086874,11.791669046231801,11.187851034738198,0.0,0.0,0.0,0.0,0.0,11.187851034738198,9.797743143833666,11.07838089394814,10.568694028266803
ARI,Nick Schmaltz,Nick,Schmaltz,25,C,1,0,0,1,0,0,0,0,5.85,5.85,5.85,5.85,5.85,5.85,0.0,29.25,5.85,7.2,False,UFA (2026),2026.0,0.0,1,1,No,1,0,1,81.0,1.9,1.2,3.0,52.0,2.0,1.3,3.2,5.85,19.95647594053808,5.85,7.752286312646193,5.0589004005562215,5.220414260539531,7.311439944750225,4.4139099732319815,4.257286885194731,3.633191358308907,11.397321862851294,10.836824713842102,10.341967591754702,9.849564003839623,9.498797936272926,9.432209563962362,0.0,10.836824713842102,10.226593453493669,10.381425701428808,10.11300579509061
ARI,Christian Dvorak,Christian,Dvorak,25,C,1,0,0,1,0,0,0,0,4.45,4.45,4.45,4.45,4.45,0.0,0.0,17.8,4.45,5.5,False,UFA (2025),2025.0,0.0,1,1,No,1,0,1,82.0,2.1,1.0,3.1,56.0,2.1,1.0,3.1,4.45,12.144453734754798,4.45,8.568316450819477,4.215750333796851,5.394428069224182,7.503846259085757,3.415525574524748,4.084968130317802,3.678045572609017,10.816178645237915,10.319522767258379,9.817810799002874,9.244006077723938,8.844633264546584,0.0,0.0,10.319522767258379,10.441018608323668,10.427889380930099,10.077952854077056
ARI,Tyler Pitlick,Tyler,Pitlick,29,RW,1,0,0,0,1,0,0,0,1.75,1.75,0.0,0.0,0.0,0.0,0.0,1.75,1.75,2.1,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,78.0,0.0,0.8,0.8,38.0,0.0,1.2,1.2,1.75,1.1939771930236458,1.75,0.0,3.3726002670374813,1.3921104694772084,0.0,4.026724887860755,1.5535362668780774,3.4986287154085773,9.695402439840683,9.321869013132629,0.0,0.0,0.0,0.0,0.0,9.321869013132629,9.583317989003664,9.35922475240046,9.411946974819545
ARI,Lawson Crouse,Lawson,Crouse,24,LW,1,0,0,0,0,1,0,0,1.533,1.533,0.0,0.0,0.0,0.0,0.0,1.533,1.533,1.9,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,75.0,-0.3,0.6,0.3,51.0,-0.3,0.7,0.3,1.533333,1.0461512178917292,1.533333,-1.2240452072599253,2.5294502002781107,0.5220414260539531,-1.1770739229938445,2.2502286138045395,0.4340763098629922,3.364066072508247,9.60532524111061,9.241687211412152,0.0,0.0,0.0,0.0,0.0,9.241687211412152,8.940042524513661,9.126906354894015,9.096470505697566
ARI,Johan Larsson,Johan,Larsson,28,C,1,0,0,1,0,0,0,0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,1.4,1.4,1.7,False,UFA (2022),2022.0,0.0,1,1,No,1,0,1,79.0,0.3,0.5,0.7,52.0,0.3,0.5,0.8,1.4,0.9551817544189164,1.4,1.2240452072599253,2.1078751668984257,1.2180966607925572,1.1544378860131934,1.8391291555133256,0.9933669398787706,3.5434829297086874,9.550116635437337,9.192543526486698,0.0,0.0,0.0,0.0,0.0,9.192543526486698,9.797743143833666,9.31276107289917,9.271735210765332
ARI,Derick Brassard,Derick,Brassard,33,LW,1,0,0,0,0,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,78.0,0.7,0.7,1.4,53.0,0.7,0.7,1.5,0.0,0.0,0.0,2.856105483606492,2.951025233657796,2.4361933215851144,2.6428640912503294,2.526200047573021,1.9492483348564555,3.4986287154085773,9.384075716119229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,9.63800682940819,9.517105797860204
ARI,Christian Fischer,Christian,Fischer,24,RW,1,0,0,0,1,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.2,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,79.0,-0.4,0.5,0.1,52.0,-0.4,0.5,0.1,1.0,0.6822726817277975,1.0,-1.632060276346567,2.1078751668984257,0.174013808684651,-1.539250514684258,1.8391291555133256,0.1419095628398244,3.5434829297086874,9.384075716119229,9.044742970319922,0.0,0.0,0.0,0.0,0.0,9.044742970319922,9.797743143833666,9.033978995891438,9.026364623670458
ARI,Brayden Burke,Brayden,Burke,24,LW,1,0,0,0,0,1,0,0,0.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.352943043747084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,Conor Garland,Conor,Garland,25,LW,1,0,0,0,0,1,0,0,0.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,83.0,2.8,1.1,3.9,49.0,3.2,1.3,4.5,0.0,0.0,0.0,11.424421934425968,4.637325367176537,6.78653853870139,11.434432394797344,4.29380357940254,5.873318233452323,3.722899786909127,9.290677699002794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.65544376315367,10.799598816940406,10.568694028266803
ARI,Tyler Steenbergen,Tyler,Steenbergen,23,C,1,0,0,1,0,0,0,0,0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.289017289809612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,John Hayden,John,Hayden,26,C,1,0,0,1,0,0,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,74.0,-0.1,0.2,0.2,29.0,-0.2,0.4,0.4,0.0,0.0,0.0,-0.4080150690866417,0.8431500667593703,0.3480276173693021,-0.6900088514101846,1.3190995322302477,0.5089170529428185,3.3192118582081376,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72561736968366,9.080442675392726,9.13152344671112
ARI,Dryden Hunt,Dryden,Hunt,25,LW,1,0,0,0,0,1,0,0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1 GR,0,No,0,0,0,76.0,0.3,0.2,0.5,26.0,0.6,0.4,1.1,0.0,0.0,0.0,1.2240452072599253,0.8431500667593703,0.8700690434232552,2.308875772026387,1.4713033244106608,1.419095628398244,3.408920286808357,9.280300141545412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15446767934366,9.219833713896593,9.376894033805991
ARI,Michael Bunting,Michael,Bunting,25,LW,1,0,0,0,0,1,0,0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,6 GR,0,No,0,1,0,0.0,1.4,0.4,1.8,21.0,3.7,1.1,4.8,0.0,0.0,0.0,5.712210967212984,1.6863001335187406,3.132248556323719,13.340171127263568,3.643227279493064,6.325111943717887,0.0,9.275318913965869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.823861547413346,10.673852851307462
ARI,Hudson Fasching,Hudson,Fasching,25,RW,1,0,0,0,1,0,0,0,0.738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,22 GR,0,No,0,1,0,0.0,-0.1,-0.1,-0.2,5.0,-0.1,-0.1,-0.2,0.0,0.0,0.0,-0.4080150690866417,-0.4215750333796851,-0.3480276173693021,-0.357326012337417,-0.3415525574524748,-0.2635463309882453,0.0,9.275318913965869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.894587957387571,8.9212058006298
ARI,Lane Pederson,Lane,Pederson,23,C,1,0,0,1,0,0,0,0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,12 GR,0,No,0,0,0,0.0,-0.1,0.1,0.1,15.0,-0.4,0.4,0.4,0.0,0.0,0.0,-0.4080150690866417,0.4215750333796851,0.174013808684651,-1.334017112726357,1.2751295478225726,0.4919531511780579,0.0,9.274073607070983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.033978995891438,9.13152344671112
ARI,Blake Speers,Blake,Speers,24,C,1,0,0,1,0,0,0,0,0.735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,27 GR,0,No,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.274073607070983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARI,Michael Chaput,Michael,Chaput,29,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,14 GR,0,No,0,1,0,0.0,-0.3,-0.1,-0.5,13.0,-1.3,-0.4,-2.2,0.0,0.0,0.0,-1.2240452072599253,-0.4215750333796851,-0.8700690434232552,-4.617751544052774,-1.4713033244106608,-2.838191256796488,0.0,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.755196918883707,8.220146980358734
ARI,Frederik Gauthier,Frederik,Gauthier,26,C,1,0,0,1,0,0,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,75.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.364066072508247,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.940042524513661,0.0,0.0
ARI,Darcy Kuemper,Darcy,Kuemper,31,G,0,0,1,0,0,0,0,0,4.5,4.5,0.0,0.0,0.0,0.0,0.0,4.5,4.5,5.5,False,UFA (2022),2022.0,0.0,0,0,No,1,0,1,86.0,0.0,0.0,4.1,27.0,0.0,0.0,8.5,4.5,3.070227067775089,4.5,0.0,0.0,7.134566156070693,0.0,0.0,11.205599554611318,3.857462429809457,10.836933760152679,10.337997836779227,0.0,0.0,0.0,0.0,0.0,10.337997836779227,11.298719227643675,10.892526175942985,11.970811668808933
ARI,Antti Raanta,Antti,Raanta,32,G,0,0,1,0,0,0,0,0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,0,0,No,0,1,0,85.0,0.0,0.0,2.2,12.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,3.828303791062323,0.0,0.0,13.528711657396592,3.8126082155093473,10.73315818557886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.084294072813673,10.0097162654185,12.601764607052893
ARI,Adin Hill,Adin,Hill,25,G,0,0,1,0,0,0,0,0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,0,0,No,0,0,1,0.0,0.0,0.0,3.4,19.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.916469495278135,0.0,0.0,13.205058268463658,0.0,9.301055256460176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.567280419433963,12.496605784012232
ARI,Marek Langhamer,Marek,Langhamer,26,G,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,0,0,No,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,Charlie McAvoy,Charlie,McAvoy,23,RD,0,1,0,0,0,0,1,0,4.9,4.9,0.0,0.0,0.0,0.0,0.0,4.9,4.9,6.0,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,90.0,2.1,4.7,6.8,51.0,2.3,5.2,7.5,4.9,3.3431361404662083,4.9,8.568316450819477,19.8140265688452,11.83293899055627,8.239517460956911,17.626790808135564,9.839063023561158,4.036879287009897,11.002974679470787,10.485798392946004,0.0,0.0,0.0,0.0,0.0,10.485798392946004,12.15641984696368,12.147045522477779,11.6202822586734
BOS,Matt Grzelcyk,Matt,Grzelcyk,27,LD,0,1,0,0,0,0,0,1,3.688,3.688,3.688,3.688,0.0,0.0,0.0,11.062,3.688,4.5,False,UFA (2024),2024.0,0.0,1,1,No,1,0,1,81.0,1.7,2.6,4.3,37.0,2.6,3.9,6.5,3.6875,7.54764154161376,3.6875,6.93625617447291,10.960950867871814,7.482593773439995,9.19390172284381,13.440554693264955,8.575940067833711,3.633191358308907,10.499870693936918,10.037962707760668,9.532519744662235,8.914409549366685,0.0,0.0,0.0,10.037962707760668,10.226593453493669,10.985453534945561,11.269752848537868
BOS,Brandon Carlo,Brandon,Carlo,24,RD,0,1,0,0,0,0,1,0,2.85,4.1,4.1,4.1,4.1,4.1,4.1,24.6,4.1,5.0,False,UFA (2027),2027.0,0.0,1,1,No,1,0,1,80.0,0.1,1.3,1.4,27.0,0.2,2.7,2.9,4.1,16.783907970503822,4.1000000000000005,0.4080150690866417,5.480475433935907,2.4361933215851144,0.7411206181813094,9.209268956496356,3.8263022869404497,3.588337144008797,10.152014967965481,10.190197280612448,9.686771600814916,9.092616596195016,8.681092096614998,8.63348088888671,8.281208513413507,10.190197280612448,10.012168298663667,9.63800682940819,10.00784697204995
BOS,John Moore,John,Moore,30,LD,0,1,0,0,0,0,0,1,2.75,2.75,2.75,0.0,0.0,0.0,0.0,5.5,2.75,3.4,False,UFA (2023),2023.0,0.0,22 GR,0,No,1,0,0,75.0,0.1,0.0,0.1,5.0,0.1,0.0,0.1,2.75,3.752499749502887,2.75,0.4080150690866417,0.0,0.174013808684651,0.357326012337417,0.0,0.1317731654941226,3.3855960953723003,10.110504738135955,9.691370403549573,9.181334693518508,0.0,0.0,0.0,0.0,9.691370403549573,8.940042524513661,9.033978995891438,9.026364623670458
BOS,Mike Reilly,Mike,Reilly,28,LD,0,1,0,0,0,0,0,1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,79.0,1.5,2.7,4.2,55.0,1.5,2.7,4.3,0.0,0.0,0.0,6.120226036299626,11.3825259012515,7.308579964755344,5.457342733880551,9.389590306693488,5.635099731675935,3.522849991130637,9.591626865266866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.797743143833666,10.938989855444273,10.498588146239696
BOS,Connor Clifton,Connor,Clifton,26,LD/RD,0,1,0,0,0,0,1,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.2,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,78.0,-0.2,2.7,2.5,44.0,-0.3,3.4,3.2,1.0,1.364545363455595,1.0,-0.8160301381732835,11.3825259012515,4.350345217116276,-0.9095571223134252,11.73698788336686,4.1927825384493564,3.477098692544524,9.384075716119229,9.044742970319922,8.526138702578722,0.0,0.0,0.0,0.0,9.044742970319922,9.583317989003664,10.149107303922365,10.11300579509061
BOS,Jeremy Lauzon,Jeremy,Lauzon,24,LD/RD,0,1,0,0,0,0,1,1,0.85,0.85,0.0,0.0,0.0,0.0,0.0,0.85,0.85,1.0,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,75.0,0.0,2.5,2.5,41.0,0.0,3.4,3.4,0.85,0.579931779468628,0.85,0.0,10.539375834492128,4.350345217116276,0.0,11.66277025447475,4.499571504677359,3.364066072508247,9.321810371374939,8.98931776175738,0.0,0.0,0.0,0.0,0.0,8.98931776175738,8.940042524513661,10.149107303922365,10.183111677117717
BOS,Jakub Zboril,Jakub,Zboril,24,LD,0,1,0,0,0,0,0,1,0.725,0.725,0.0,0.0,0.0,0.0,0.0,0.725,0.725,0.9,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,0.0,0.1,1.7,1.8,42.0,0.1,2.3,2.4,0.725,0.4946476942526532,0.725,0.4080150690866417,7.166775567454647,3.132248556323719,0.476434683116556,7.741857968922762,3.1625559718589438,0.0,9.26992258408803,8.94313008795526,0.0,0.0,0.0,0.0,0.0,8.94313008795526,0.0,9.823861547413346,9.832582266982184
BOS,Jarred Tinordi,Jarred,Tinordi,29,LD,0,1,0,0,0,0,0,1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,76.0,-0.3,0.4,0.0,21.0,-0.8,1.1,0.0,0.0,0.0,0.0,-1.2240452072599253,1.6863001335187406,0.0,-2.858608098699336,3.643227279493064,0.0,3.4313473939584123,9.259545026630649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.15446767934366,0.0,0.0
BOS,Linus Arnesson,Linus,Arnesson,26,LD,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA,0.0,0.0,27 GR,0,No,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOS,David Krejci,David,Krejci,35,C,1,0,0,1,0,0,0,0,7.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,85.0,2.9,1.8,4.7,51.0,3.2,2.0,5.2,0.0,0.0,0.0,11.832437003512611,7.588350600834333,8.1786490081786,11.378381255607165,6.75068584141362,6.800528854520212,3.8126082155093473,11.978465080464673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.084294072813673,11.171308252950716,10.814064615361675
BOS,Patrice Bergeron,Patrice,Bergeron,35,C,1,0,0,1,0,0,0,0,6.875,6.875,0.0,0.0,0.0,0.0,0.0,6.875,6.875,8.4,True,UFA (2022),2022.0,0.0,1,1,Yes,1,0,1,91.0,4.6,2.3,6.9,54.0,4.8,2.4,7.2,6.875,4.690624686878609,6.875,18.76869317798552,9.696225767732756,12.006952799240922,17.045774218170113,8.146660999977545,9.42910206424611,4.081733501310007,11.822801718603946,11.21556363901947,0.0,0.0,0.0,0.0,0.0,11.21556363901947,12.37084500179368,12.193509201979067,11.515123435632741
BOS,David Pastrnak,David,Pastrnak,25,RW,1,0,0,0,1,0,0,0,6.667,6.667,6.667,0.0,0.0,0.0,0.0,13.333,6.667,8.2,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,92.0,4.5,1.5,6.0,48.0,5.2,1.8,7.0,6.666667,9.096969544552422,6.666667,18.36067810889888,6.323625500695277,10.440828521079062,18.759615647714394,5.977169755418309,9.224121584588586,4.126587715610117,11.736460440558531,11.138707349812744,10.647850520096307,0.0,0.0,0.0,0.0,11.138707349812744,12.585270156623682,11.775336086467469,11.445017553605634
BOS,Brad Marchand,Brad,Marchand,33,LW,1,0,0,0,0,1,0,0,6.125,6.125,6.125,6.125,6.125,0.0,0.0,24.5,6.125,7.5,True,UFA (2025),2025.0,0.0,1,1,Yes,1,0,1,93.0,7.3,2.3,9.6,53.0,7.7,2.4,10.1,6.125,16.715680702331042,6.125,29.78510004332485,9.696225767732756,16.7053256337265,27.561296951610583,8.300371584882782,13.366274296158553,4.171441929910227,11.511474994882494,10.93843759620676,10.444926961759528,9.968512882183775,9.62729456821917,0.0,0.0,10.93843759620676,12.799695311453684,13.44802854851386,12.531658725025785
BOS,Charlie Coyle,Charlie,Coyle,29,C,1,0,0,1,0,0,0,0,5.25,5.25,5.25,5.25,5.25,5.25,0.0,26.25,5.25,6.4,True,UFA (2026),2026.0,0.0,1,1,Yes,1,0,1,83.0,-0.1,0.9,0.9,51.0,-0.1,1.0,1.0,5.25,17.909657895354687,5.25,-0.4080150690866417,3.7941753004171663,1.5661242781618594,-0.3923579743312815,3.37534292070681,1.3022289295889768,3.722899786909127,11.148260483874132,10.615123879591934,10.117328966289634,9.590039178361472,9.218441648390208,9.158359732507853,0.0,10.615123879591934,10.65544376315367,9.405688431901748,9.341841092792437
BOS,Taylor Hall,Taylor,Hall,29,LW,1,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,UFA (2021),2021.0,0.0,1,1,No,0,1,0,88.0,1.8,1.0,2.9,53.0,1.9,1.1,3.1,0.0,0.0,0.0,7.344271243559552,4.215750333796851,5.04640045185488,6.795936234643705,3.6088572108186017,4.037728693631229,3.947170858409677,10.629382611005042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.727569537303678,10.33496202192752,10.077952854077056
BOS,Jake DeBrusk,Jake,DeBrusk,24,LW,1,0,0,0,0,1,0,0,3.675,3.675,0.0,0.0,0.0,0.0,0.0,3.675,3.675,4.5,False,RFA (2022),0.0,2022.0,1,1,No,1,0,1,86.0,0.2,0.8,1.1,41.0,0.3,1.1,1.5,3.675,2.507352105349656,3.675,0.8160301381732835,3.3726002670374813,1.9141518955311616,0.9761100824827004,3.73208648143192,1.979811462058038,3.857462429809457,10.49447436405908,10.033159189685247,0.0,0.0,0.0,0.0,0.0,10.033159189685247,11.298719227643675,9.498615790904324,9.517105797860204
BOS,Craig Smith,Craig,Smith,31,RW,1,0,0,0,1,0,0,0,3.1,3.1,3.1,0.0,0.0,0.0,0.0,6.2,3.1,3.8,False,UFA (2023),2023.0,0.0,1,1,No,1,0,1,83.0,2.4,1.9,4.2,54.0,2.5,2.0,4.4,3.1,4.230090626712345,3.1,9.792361658079402,8.009925634214017,7.308579964755344,8.893447418175711,6.729850391285798,5.739453430410674,3.722899786909127,10.255790542539298,9.820695890195504,9.312373891706466,0.0,0.0,0.0,0.0,9.820695890195504,10.65544376315367,10.938989855444273,10.53364108725325
BOS,Ondrej Kase,Ondrej,Kase,25,RW,1,0,0,0,1,0,0,0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,84.0,-0.1,0.0,0.0,3.0,-0.1,0.0,0.0,0.0,0.0,0.0,-0.4080150690866417,0.0,0.0,-0.357326012337417,0.0,0.0,3.767754001209237,10.048239393391663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.869868917983672,0.0,0.0
BOS,Nick Ritchie,Nick,Ritchie,25,LW,1,0,0,0,0,1,0,0,1.499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,RFA (2021),0.0,2021.0,1,1,No,0,0,0,78.0,1.8,0.8,2.6,56.0,1.8,0.8,2.6,0.0,0.0,0.0,7.344271243559552,3.3726002670374813,4.524359025800927,6.431868222073507,2.7324204596197985,3.426102302847189,3.4986287154085773,9.59121176296857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.583317989003664,10.195570983423655,9.90268814900929
